status,reason,name,path,source_report
review,needs_manual_review,integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/integration,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/infinity-os,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Imports,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Imports,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Logs,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Watchdog,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Watchdog,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Ops,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,DrMarchand’s ♾️ OS™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,📂 ROOT.🌱,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/📂 ROOT.🌱,reports/authority_registry_20260615_223631.csv
review,needs_manual_review, Backup,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/ Backup,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Recordings,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Core,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Config,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Nodes,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/System,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Logs,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Scripts,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Meetings,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,drmarchands-com-microsoft-pack,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/drmarchands-com-microsoft-pack,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Attachments,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Attachments,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Modules,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Modules,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,© DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,© DrMarchand’s Lab,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™/© DrMarchand’s Lab,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,👥 Users,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™/👥 Users,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,© DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/© DrMarchand’s ⚛︎ Lab™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Atlas,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Lionheart,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Lionheart,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,08_ARCH,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,migrated_pending_delete,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH/migrated_pending_delete,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,old_onedrive_roots,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH/old_onedrive_roots,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,03_LLC,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/03_LLC,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,07_CODE,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,repos,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/repos,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/scripts,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,manifests,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/manifests,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,GoogleDrive-Kyle@drmarchandslaboratory.com,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com,reports/authority_registry_20260615_223631.csv
no_mans_land,ghost_deleted_corrupt_or_lost,Other computers,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Other computers,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Shared drives,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎬 KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🎬 KEJ Studio™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🏝️ Design Orchard℠,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,📚 DrMarchand’s ⚛︎ Library™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/📚 DrMarchand’s ⚛︎ Library™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🔬 DrMarchand’s Lab⚛︎ratory™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🔬 DrMarchand’s Lab⚛︎ratory™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🎨 Creative Canvas,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🎨 Creative Canvas,reports/authority_registry_20260615_223631.csv
no_mans_land,ghost_deleted_corrupt_or_lost,.shortcut-targets-by-id,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.shortcut-targets-by-id,reports/authority_registry_20260615_223631.csv
no_mans_land,ghost_deleted_corrupt_or_lost,.Trash,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.Trash,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,.mirror-symlink,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.mirror-symlink,reports/authority_registry_20260615_223631.csv
no_mans_land,ghost_deleted_corrupt_or_lost,.tmp,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.tmp,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,My Drive,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🛰️ DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠.🌌,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🏝️ Design Orchard℠,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌/🏝️ Design Orchard℠,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,🌌,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌/🌌,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,com~apple~CloudDocs,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,Adobe Scan,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/Adobe Scan,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,🏝️ Design Orchard℠.🪐.|🇺🇸,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,🏝️ Design Orchard℠.🪐,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,🏝️ Design Orchard℠.⚛︎,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🏝️ Design Orchard℠.⚛︎,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,Design Orchard℠,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🏝️ Design Orchard℠.⚛︎/Design Orchard℠,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,Design Orchard℠.©,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/Design Orchard℠.©,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,Adobe,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/Design Orchard℠.©/Adobe,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,🌴 Design Orchard™.🌎.|🇺🇲,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🌴 Design Orchard™.🌎.|🇺🇲,reports/authority_registry_20260615_223631.csv
boiler_room,documents_working_or_weird,🛰️ DrMarchand’s ⚛︎ Lab™.🌐,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🌴 Design Orchard™.🌎.|🇺🇲/🛰️ DrMarchand’s ⚛︎ Lab™.🌐,reports/authority_registry_20260615_223631.csv
dumpster,downloads_or_drive_temp_staging,Downloads,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/Downloads,reports/authority_registry_20260615_223631.csv
review,needs_manual_review,Dropbox-Kejstudio,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio,reports/authority_registry_20260615_223631.csv
