basename,path,authority,depth,file_count,path_length,quarantine,duplicate_group_count,authorities_seen,recommended_action
logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit/logs,legacy_personal_review,6,0,202,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/storage/logs,legacy_personal_review,6,0,190,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/atlas/logs,legacy_personal_review,6,0,188,false,17,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
NFE,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/NFE,business_system_authority,2,2,82,false,3,business_system_authority;creative_payload_authority;legacy_personal_review,candidate_duplicate_review
NFE,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/drmarchand-google-workspace-pack/NFE,creative_payload_authority,5,0,142,false,3,business_system_authority;creative_payload_authority;legacy_personal_review,candidate_duplicate_review
NFE,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/🔬 DrMarchand’s Lab⚛︎ratory™.💻/drmarchand-microsoft-personal-pack/NFE,legacy_personal_review,3,0,133,false,3,business_system_authority;creative_payload_authority;legacy_personal_review,possible_replace_with_alias_after_verification
registry,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/NFE/registry,business_system_authority,3,23,91,false,2,business_system_authority,candidate_duplicate_review
registry,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/registry,business_system_authority,2,0,87,false,2,business_system_authority,candidate_duplicate_review
Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Recordings,business_system_authority,3,0,92,false,3,business_system_authority,candidate_duplicate_review
Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Recordings,business_system_authority,3,0,109,false,3,business_system_authority,candidate_duplicate_review
Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Recordings,business_system_authority,4,0,113,false,3,business_system_authority,candidate_duplicate_review
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Core,business_system_authority,3,1,86,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Core,business_system_authority,2,0,83,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Core,business_system_authority,3,0,103,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/core,business_system_authority,6,0,183,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Core,business_system_authority,4,0,107,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/Core,landing_bridge_shortcut_layer,3,1,116,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/core,landing_bridge_shortcut_layer,6,6,196,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app/core,legacy_personal_review,6,5,186,false,8,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Config,business_system_authority,3,1,88,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Config,business_system_authority,3,0,105,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Config,business_system_authority,4,0,109,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
config,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/drmarchand-google-workspace-pack/config,creative_payload_authority,5,1,145,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
config,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/config,creative_payload_authority,5,1,140,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
config,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/design-orchard-lab-dropbox-bridge-pack/config,creative_payload_authority,6,1,179,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
config,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨/drmarchand-creative-canvas-pack/config,creative_payload_authority,6,1,177,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
config,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/drmarchand-creative-canvas-pack/config,creative_payload_authority,6,1,198,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/Config,landing_bridge_shortcut_layer,3,1,118,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/🔬 DrMarchand’s Lab⚛︎ratory™.💻/drmarchand-microsoft-personal-pack/config,legacy_personal_review,3,1,136,false,10,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Nodes,business_system_authority,3,0,87,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Nodes,business_system_authority,3,0,104,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Nodes,business_system_authority,4,0,108,false,4,business_system_authority;landing_bridge_shortcut_layer,candidate_duplicate_review
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/Nodes,landing_bridge_shortcut_layer,3,0,117,false,4,business_system_authority;landing_bridge_shortcut_layer,possible_replace_with_alias_after_verification
Imports,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports,business_system_authority,3,1,89,false,3,business_system_authority;legacy_personal_review,candidate_duplicate_review
Imports,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Imports,business_system_authority,2,2,86,false,3,business_system_authority;legacy_personal_review,candidate_duplicate_review
Imports,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/📚 DrMarchand’s ⚛︎ Library™.🖥️/Imports,legacy_personal_review,2,0,102,false,3,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas,business_system_authority,5,0,136,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas,business_system_authority,4,0,174,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas,business_system_authority,5,0,178,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas,landing_bridge_shortcut_layer,4,6,187,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas,legacy_personal_review,4,6,177,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/archive-do-not-edit,business_system_authority,6,0,156,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,business_system_authority,5,0,194,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,business_system_authority,6,0,198,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,landing_bridge_shortcut_layer,5,1,207,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
archive-do-not-edit,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/archive-do-not-edit,legacy_personal_review,5,1,197,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/app,business_system_authority,6,0,140,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,business_system_authority,5,0,178,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,business_system_authority,6,0,182,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,landing_bridge_shortcut_layer,5,0,191,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
app,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/app,legacy_personal_review,5,0,181,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/streams,business_system_authority,6,0,144,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/streams,business_system_authority,5,0,182,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/streams,business_system_authority,6,0,186,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
streams,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/streams,legacy_personal_review,5,0,185,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/workspace,business_system_authority,6,0,146,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/workspace,business_system_authority,5,0,184,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/workspace,business_system_authority,6,0,188,false,4,business_system_authority;legacy_personal_review,candidate_duplicate_review
workspace,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/workspace,legacy_personal_review,5,0,187,false,4,business_system_authority;legacy_personal_review,possible_replace_with_alias_after_verification
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/docs,business_system_authority,6,0,141,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
Docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Docs,business_system_authority,3,2,86,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/docs,business_system_authority,5,0,179,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/docs,business_system_authority,6,0,183,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/drmarchand-google-workspace-pack/docs,creative_payload_authority,5,2,143,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/docs,creative_payload_authority,5,3,138,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/∞ OS™/design-orchard-dropbox-pack/design-orchard-lab-dropbox-bridge-pack/docs,creative_payload_authority,6,3,177,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🏝️ Design Orchard℠.🎥.📨/🎨 Creative Canvas/🏝️ Design Orchard℠.🎨/drmarchand-creative-canvas-pack/docs,creative_payload_authority,6,3,175,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/🎨 Creative Canvas/KEJ Studio™.📨/DesignOrchardLLC_KEJ_CreativeCanvas_FullSystemPack/drmarchand-creative-canvas-pack/docs,creative_payload_authority,6,3,196,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchandscom/🛰️ DrMarchand’s Lab™/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/docs,landing_bridge_shortcut_layer,5,11,192,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/🔬 DrMarchand’s Lab⚛︎ratory™.💻/drmarchand-microsoft-personal-pack/docs,legacy_personal_review,3,3,134,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
docs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-Personal/∞ OS™.♾️/DrMarchand’s ∞ OS™ ~ v4.8.9/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/docs,legacy_personal_review,5,10,182,false,12,business_system_authority;creative_payload_authority;landing_bridge_shortcut_layer;legacy_personal_review,possible_replace_with_alias_after_verification
cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Imports/DML_Workbench_Atlas_v4_8_7/dml-workbench-atlas/cli,business_system_authority,6,0,140,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
cli,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas/cli,business_system_authority,5,0,178,false,5,business_system_authority;landing_bridge_shortcut_layer;legacy_personal_review,candidate_duplicate_review
